999999,1,1,1,1,3,2,2,2,4,2,4,2,2,1,1,1
484137,1,1,1,3,4,3,2,3,3,2,2,1,1,1,1,1
480000,5,5,4,2,3,2,2,2,4,2,4,2,2,1,1,1
004100,1,1,1,2,4,3,2,3,3,2,2,1,1,1,1,1
000037,1,1,3,1,3,1,1,1,2,1,4,2,1,1,1,1
484100,1,1,1,2,4,3,2,3,3,2,2,1,1,1,1,1
004137,1,1,1,3,4,3,2,3,3,2,2,1,1,1,1,1
480037,1,1,3,1,3,1,1,1,2,1,4,2,1,1,1,1
484136,1,1,1,2,3,1,1,1,2,2,2,1,1,1,1,1
000036,5,5,5,3,4,3,2,2,2,2,2,1,1,1,1,1
004136,1,1,1,2,3,1,1,1,2,2,2,1,1,1,1,1
480036,5,5,5,3,4,3,2,2,2,2,2,1,1,1,1,1
484138,1,1,1,2,4,3,1,2,3,2,2,1,1,1,1,1
000038,1,1,1,1,3,2,2,2,4,2,2,7,1,1,1,1
004138,1,1,1,2,4,3,1,2,3,2,2,1,1,1,1,1
480038,5,5,4,3,5,4,3,1,2,2,2,1,1,1,1,1
484131,1,1,1,2,4,3,1,1,2,7,7,2,2,1,1,1
000031,1,1,1,1,2,7,7,7,2,1,2,2,1,1,1,1
004131,1,1,1,2,4,3,1,1,2,7,7,2,2,1,1,1
480031,5,5,5,3,4,2,3,3,5,3,2,2,1,1,1,1
484338,5,3,5,3,5,3,2,2,4,2,2,2,1,1,1,1
004300,5,3,5,3,5,3,2,2,4,2,4,2,1,1,1,1
484300,5,3,5,3,5,3,2,2,4,2,4,2,1,1,1,1
004338,5,3,5,3,5,3,2,2,4,2,2,2,1,1,1,1
484033,3,2,5,5,4,3,2,1,2,1,4,4,3,2,1,1
004000,5,5,3,1,5,5,3,1,2,1,4,2,1,1,1,1
000033,1,1,4,2,3,1,1,1,1,1,2,2,1,1,1,1
484000,5,5,3,1,5,5,3,1,2,1,4,2,1,1,1,1
004033,3,2,5,5,4,3,2,1,2,1,4,4,3,2,1,1
480033,3,3,5,5,4,3,2,2,5,3,2,2,2,1,1,1
494133,1,1,2,3,4,3,3,2,4,2,2,1,2,1,1,1
490000,1,1,3,2,5,3,2,2,4,3,2,2,1,1,1,1
494100,1,1,2,3,4,3,3,2,4,2,2,1,2,1,1,1
004133,1,1,2,3,4,2,2,1,1,1,4,2,3,1,1,1
490033,1,1,4,2,3,1,1,1,1,1,2,7,2,1,1,1
484132,1,1,1,1,1,1,1,1,2,3,3,2,3,2,1,1
000032,3,2,4,3,3,2,2,1,2,1,4,3,2,1,1,1
004132,1,1,1,1,1,1,1,1,2,3,3,2,3,2,1,1
480032,3,2,4,3,3,2,2,1,2,1,4,3,2,1,1,1
484432,3,2,4,3,1,3,2,1,2,1,4,3,2,1,1,1
004400,3,3,5,3,3,2,2,2,2,1,4,3,2,1,1,1
484400,3,3,5,3,3,2,2,2,2,1,4,3,2,1,1,1
004432,3,2,4,3,1,3,2,1,2,1,4,3,2,1,1,1
484632,1,1,6,5,4,3,5,4,3,1,3,2,1,1,1,1
004600,5,4,6,5,5,2,2,3,5,4,4,2,2,1,1,1
484600,5,4,6,5,5,2,2,3,5,4,4,2,2,1,1,1
004632,1,1,6,5,4,3,5,4,3,1,3,2,1,1,1,1
484532,5,3,6,5,4,2,2,3,5,4,2,1,1,1,1,1
004500,1,3,5,5,4,3,2,2,4,2,4,2,7,2,1,1
484500,1,3,5,5,4,3,2,3,3,3,2,2,7,2,1,1
004532,1,1,1,3,5,4,3,2,4,3,2,1,1,1,1,1
494432,1,3,3,3,5,4,3,2,5,4,3,2,3,1,1,1
494400,1,2,3,1,4,3,3,1,3,2,2,2,2,1,1,1
490032,1,1,1,1,3,2,7,2,4,2,7,7,1,1,1,1
494532,1,1,1,3,5,4,3,2,4,3,3,2,1,1,1,1
494500,1,1,3,3,5,4,3,2,4,3,2,2,1,1,1,1
484437,3,3,5,3,3,1,5,5,4,2,2,7,2,1,1,1
004437,3,3,5,3,3,1,5,5,4,2,2,7,2,1,1,1
484732,3,5,2,3,3,1,3,2,5,4,2,3,2,7,1,1
004700,1,1,3,5,5,4,2,2,4,2,2,3,2,1,1,1
484700,1,1,3,5,5,4,2,3,5,5,2,3,2,7,1,1
004732,3,5,2,3,3,2,5,5,4,5,2,3,2,7,1,1
484332,3,3,5,5,5,4,3,2,5,3,2,3,1,1,1,1
004332,3,3,5,5,5,4,3,2,5,3,2,3,1,1,1,1
484032,3,5,4,3,4,2,2,1,3,5,4,2,3,1,1,1
004032,3,5,4,3,4,2,2,1,3,5,4,2,3,1,1,1
483932,1,1,3,1,1,6,5,4,3,1,4,3,1,1,1,1
003900,1,1,3,2,5,3,2,2,4,3,2,1,1,1,1,1
483900,5,4,4,5,3,1,1,2,4,3,2,1,1,1,1,1
003932,1,1,3,1,1,6,5,4,3,1,4,3,1,1,1,1
483933,1,3,1,1,1,1,7,5,7,2,4,3,2,1,1,1
003933,1,3,1,1,1,1,7,5,7,2,4,3,2,1,1,1
483938,1,3,5,5,3,2,2,2,4,3,2,1,1,1,1,1
003938,1,3,5,5,3,2,2,2,4,3,2,1,1,1,1,1
484232,1,1,1,1,3,2,2,1,3,2,2,1,1,1,1,1
004200,1,1,2,3,5,4,3,2,4,3,2,1,1,1,1,1
484200,1,1,2,3,5,4,3,2,4,3,2,1,1,1,1,1
004232,1,1,1,1,3,2,2,1,3,2,2,1,1,1,1,1
494732,5,3,1,1,3,2,7,2,4,2,7,7,1,1,1,3
494700,1,3,1,1,3,2,7,2,7,2,7,7,2,1,1,1
484438,3,5,3,4,3,2,2,2,2,1,4,3,2,1,1,1
004438,3,5,3,4,3,2,2,2,2,1,4,3,2,1,1,1
484436,3,3,5,3,3,2,2,2,2,2,4,2,2,1,1,1
004436,3,3,5,3,3,2,2,2,2,2,4,2,2,1,1,1
484637,5,4,6,5,5,2,2,3,5,4,4,2,2,1,1,1
004637,5,4,6,5,5,2,2,3,5,4,4,2,2,1,1,1
484638,5,4,6,5,5,2,2,3,5,4,4,2,2,1,1,1
004638,5,4,6,5,5,2,2,3,5,4,4,2,2,1,1,1
484636,1,1,1,2,3,1,1,3,2,1,7,6,6,5,5,5
004636,1,1,1,2,3,1,1,3,2,1,7,6,6,5,5,5
493933,6,5,4,6,5,4,3,3,4,3,2,4,3,2,1,1
493900,1,2,3,2,5,3,2,4,5,3,2,4,3,1,1,1
494533,3,3,3,5,5,5,3,3,4,4,3,2,1,1,1,1
004533,3,2,4,3,2,2,2,2,2,2,2,2,1,1,1,1
484733,1,1,4,2,3,1,1,1,1,1,2,7,2,1,1,1
004733,1,1,4,2,3,1,1,1,1,1,2,7,2,1,1,1
494733,1,1,4,2,3,1,1,1,1,1,2,7,2,1,1,1
484333,1,4,4,3,4,2,1,1,4,4,3,2,1,1,1,1
004333,1,4,4,3,4,2,1,1,4,4,3,2,1,1,1,1
484233,3,1,1,6,6,5,5,5,2,7,2,3,1,1,1,1
004233,3,1,1,6,6,5,5,5,2,7,2,3,1,1,1,1
484238,1,1,2,3,5,4,3,2,4,3,2,1,1,1,1,1
004238,1,1,2,3,5,4,3,2,4,3,2,1,1,1,1,1
484433,3,3,5,3,3,2,2,3,5,3,2,2,1,1,1,1
004433,3,3,5,3,3,2,2,3,5,3,2,2,1,1,1,1
484533,3,2,4,3,3,1,1,1,3,2,2,1,1,1,1,1
484633,7,5,5,5,4,3,3,2,5,4,4,2,2,1,1,1
004633,7,5,5,5,4,3,3,2,5,4,4,2,2,1,1,1
484738,1,5,2,2,2,3,5,5,6,5,2,3,2,7,1,1
004738,1,5,2,2,2,3,5,5,6,5,2,3,2,7,1,1
484538,1,3,5,5,4,3,3,1,3,3,2,2,7,2,1,1
004538,1,3,5,5,4,3,3,1,3,3,2,2,7,2,1,1
493936,1,2,3,2,5,3,2,4,5,3,2,3,1,1,1,1
003936,5,4,4,5,3,1,1,3,5,4,3,2,2,1,1,1
490036,1,2,3,2,5,3,2,4,5,3,2,3,1,1,1,1
484736,5,5,2,2,3,2,5,5,5,4,2,4,3,1,1,1
004736,5,5,2,2,3,2,5,5,5,4,2,4,3,1,1,1
483936,5,4,4,5,3,1,1,3,5,4,3,2,2,1,1,1
484536,5,3,6,5,4,2,2,7,5,3,2,1,1,1,1,1
004536,5,3,6,5,4,2,2,7,5,3,2,1,1,1,1,1
484336,3,3,5,3,3,1,3,5,4,2,4,3,1,1,1,1
004336,3,3,5,3,3,1,3,5,4,2,4,3,1,1,1,1
484036,5,5,3,1,5,5,3,1,5,5,4,2,1,1,1,1
004036,5,5,3,1,5,5,3,1,5,5,4,2,1,1,1,1
484236,1,1,1,1,3,2,2,1,3,2,2,1,1,1,1,1
004236,1,1,1,1,3,2,2,1,3,2,2,1,1,1,1,1
483937,5,5,4,5,3,1,1,2,4,3,2,1,1,1,1,1
003937,5,5,4,5,3,1,1,2,4,3,2,1,1,1,1,1
494736,1,3,1,1,2,2,7,7,1,1,6,6,5,5,5,5
494434,1,2,3,1,4,3,3,1,3,2,2,2,2,7,1,1
000034,1,1,3,2,4,3,2,2,5,4,3,2,2,1,1,1
004434,3,3,5,5,1,7,1,6,1,6,5,4,3,2,1,1
490034,1,1,3,3,3,2,3,3,5,4,3,2,2,1,1,1
494534,1,1,3,3,4,3,1,7,3,2,7,7,1,1,1,1
004534,1,1,4,2,4,4,3,1,3,3,2,7,2,1,1,1
493934,1,1,4,4,3,2,3,3,2,2,3,2,2,1,1,1
003934,1,1,4,4,3,2,3,3,2,2,3,2,2,1,1,1
484534,1,1,4,2,4,4,3,1,3,3,2,7,2,1,1,1
480034,5,5,5,5,1,7,1,1,3,1,2,7,2,1,1,1
484434,3,3,5,5,1,7,1,6,1,6,5,4,3,2,1,1
484234,4,3,3,2,4,3,2,1,4,3,3,2,2,1,1,5
004234,4,3,3,2,4,3,2,1,4,3,3,2,2,1,1,5
484334,2,1,3,2,2,1,1,1,3,2,2,2,2,1,1,1
004334,2,1,3,2,2,1,1,1,3,2,2,2,2,1,1,1
494734,1,1,3,5,5,3,2,2,4,2,7,2,2,1,1,1
004734,1,1,3,1,4,3,2,1,5,4,3,2,2,1,1,1
484734,5,5,3,1,4,3,2,1,5,5,2,3,2,1,1,1
494536,1,1,4,3,5,4,3,2,4,3,3,2,1,1,1,1
484731,1,1,5,4,4,2,3,3,3,1,2,2,1,1,1,1
004731,1,3,1,3,5,4,2,2,7,2,7,2,1,1,1,1
484331,3,3,1,1,2,7,7,7,2,2,4,2,3,1,1,1
004331,3,3,1,1,2,7,7,7,2,2,4,2,3,1,1,1
484037,3,2,5,5,4,3,2,1,2,1,4,3,2,1,1,1
004037,3,2,5,5,4,3,2,1,2,1,4,3,2,1,1,1
484237,1,1,2,3,5,4,3,2,4,3,2,1,1,1,1,1
004237,1,1,2,3,5,4,3,2,4,3,2,1,1,1,1,1
484537,1,3,5,5,4,3,2,2,4,2,4,2,7,2,1,1
004537,1,3,5,5,4,3,2,2,4,2,4,2,7,2,1,1
484038,5,3,3,1,5,5,3,1,5,4,2,7,1,1,1,1
004038,5,3,3,1,5,5,3,1,5,4,2,7,1,1,1,1
484737,5,5,2,2,2,3,5,5,5,5,4,2,3,1,1,1
004737,5,5,2,2,2,3,5,5,5,5,4,2,3,1,1,1
484535,1,2,4,4,4,3,5,3,2,1,3,1,1,1,1,1
000035,5,5,2,2,2,3,5,5,4,2,2,2,2,1,1,1
004535,1,2,4,4,4,3,5,3,2,1,3,1,1,1,1,1
480035,3,3,5,5,4,3,5,5,4,2,2,2,2,1,1,1
484735,3,3,1,1,2,3,3,5,4,2,2,2,4,3,1,1
004735,3,3,1,1,2,3,3,5,4,2,2,2,4,3,1,1
484337,1,3,5,3,5,3,2,2,4,3,2,2,1,1,1,1
004337,1,3,5,3,5,3,2,2,4,3,2,2,1,1,1,1
484435,3,3,5,5,5,4,2,3,5,5,4,2,3,1,1,1
004435,3,3,5,5,5,4,2,3,5,5,4,2,3,1,1,1
484031,5,5,5,3,4,4,4,3,5,3,3,2,1,1,1,1
004031,5,5,5,3,4,4,4,3,5,3,3,2,1,1,1,1
483935,5,5,4,2,3,1,1,2,4,2,5,4,3,1,1,1
003935,5,5,4,2,3,1,1,2,4,2,5,4,3,1,1,1
494731,1,3,1,3,5,4,2,2,7,2,7,2,4,3,1,1
490031,1,3,1,3,5,4,2,2,7,2,7,2,4,3,1,1
484133,1,1,4,2,4,2,2,1,1,1,4,2,3,1,1,1
494738,1,3,5,5,1,7,7,2,4,2,7,7,2,1,1,1
490038,1,2,3,2,5,3,2,2,5,3,2,3,2,1,1,1
494538,1,1,3,2,5,4,3,2,4,3,2,3,2,1,1,1
493938,1,2,3,2,5,3,2,3,5,3,2,4,3,1,1,1
494438,1,2,3,1,4,3,3,1,3,2,2,7,2,1,1,1
484635,5,5,3,4,3,2,4,3,3,2,4,3,2,1,1,1
004635,5,5,3,4,3,2,4,3,3,2,4,3,2,1,1,1
494735,5,3,1,1,3,2,7,7,4,2,7,7,2,1,1,1
490035,5,3,1,1,3,2,7,7,4,2,7,7,2,1,1,1
